,0,1,2,3,4,5,6,7,8,9,10,11,12,13
12384,콩나물,,,,,,,,,,,,,
12385,유기농우유,,,,,,,,,,,,,
12386,양파,,,,,,,,,,,,,
12387,콩나물,,,,,,,,,,,,,
12388,유정란/친환경,,,,,,,,,,,,,
12389,콩나물,,,,,,,,,,,,,
12390,닭가슴살,,,,,,,,,,,,,
12391,찌개용두부,,,,,,,,,,,,,
12392,얼음식혜,,,,,,,,,,,,,
12393,닭가슴살,,,,,,,,,,,,,
12394,닭가슴살,,,,,,,,,,,,,
12395,찌개용두부,닭가슴살,,,,,,,,,,,,
12396,콩나물,,,,,,,,,,,,,
12397,두부,연두부,,,,,,,,,,,,
12398,두부,,,,,,,,,,,,,
12399,연두부,,,,,,,,,,,,,
12400,두부,유정란/친환경,,,,,,,,,,,,
12401,유정란/친환경,,,,,,,,,,,,,
12402,유정란/친환경,오이,,,,,,,,,,,,
12403,월동무,,,,,,,,,,,,,
12404,누룽지,,,,,,,,,,,,,
12405,유정란/친환경,동물복지유정란,,,,,,,,,,,,
12406,찌개용두부,,,,,,,,,,,,,
12407,양송이버섯,닭가슴살,,,,,,,,,,,,
12408,월동무,,,,,,,,,,,,,
12409,유정란/친환경,월동무,,,,,,,,,,,,
12410,떡국떡,,,,,,,,,,,,,
12411,참기름,당근,,,,,,,,,,,,
12412,월동무,,,,,,,,,,,,,
12413,떡국떡,,,,,,,,,,,,,
12414,월동무,,,,,,,,,,,,,
12415,유정란/친환경,월동무,,,,,,,,,,,,
12416,유정란/친환경,,,,,,,,,,,,,
12417,참기름,,,,,,,,,,,,,
12418,두부,,,,,,,,,,,,,
12419,백미/유,,,,,,,,,,,,,
12420,찌개용두부,,,,,,,,,,,,,
12421,찌개용두부,,,,,,,,,,,,,
12422,브로컬리,,,,,,,,,,,,,
12423,브로컬리,찌개용두부,,,,,,,,,,,,
12424,유정란/친환경,,,,,,,,,,,,,
12425,유정란/친환경,,,,,,,,,,,,,
12426,찌개용두부,양송이버섯,,,,,,,,,,,,
12427,양파,,,,,,,,,,,,,
12428,가지,,,,,,,,,,,,,
12429,유정란/친환경,,,,,,,,,,,,,
12430,콩나물,백미/유,,,,,,,,,,,,
12431,유정란/친환경,콩나물,,,,,,,,,,,,
12432,콩나물,무,,,,,,,,,,,,
12433,떡국떡,,,,,,,,,,,,,
12434,백미/유,,,,,,,,,,,,,
12435,찌개용두부,,,,,,,,,,,,,
12436,찌개용두부,,,,,,,,,,,,,
12437,대파,,,,,,,,,,,,,
12438,플레인요구르트,깐마늘/난지형/유,,,,,,,,,,,,
12439,동물복지유정란,누룽지,,,,,,,,,,,,
12440,두부,콩나물,시금치,,,,,,,,,,,
12441,플레인요구르트,,,,,,,,,,,,,
12442,양파,유기농우유,찌개용두부,,,,,,,,,,,
12443,유기농저지방우유,,,,,,,,,,,,,
12444,플레인요구르트,유기농저지방우유,,,,,,,,,,,,
12445,시금치,브로컬리,,,,,,,,,,,,
12446,유정란/친환경,콩나물,시금치,감자라면,,,,,,,,,,
12447,콩나물,월동무,,,,,,,,,,,,
12448,두부,상추,유기농우유,,,,,,,,,,,
12449,유정란/친환경,팽이버섯,느타리버섯,,,,,,,,,,,
12450,양파,시금치,대파,,,,,,,,,,,
12451,깐마늘/난지형/유,,,,,,,,,,,,,
12452,콩나물,,,,,,,,,,,,,
12453,유정란/친환경,,,,,,,,,,,,,
12454,도토리묵,,,,,,,,,,,,,
12455,콩나물,,,,,,,,,,,,,
12456,두부,유정란/친환경,,,,,,,,,,,,
12457,시금치,중파,얼음식혜,부추,,,,,,,,,,
12458,콩국물,가지,,,,,,,,,,,,
12459,유정란/친환경,콩나물,,,,,,,,,,,,
12460,가지,,,,,,,,,,,,,
12461,유정란/친환경,애호박,깐마늘/난지형/유,당근,중파,얼음식혜,부추,찹쌀백미/유,감자라면,,,,,
12462,유정란/친환경,오이,백미/유,,,,,,,,,,,
12463,브로컬리,,,,,,,,,,,,,
12464,콩나물,,,,,,,,,,,,,
12465,두부,느타리버섯,,,,,,,,,,,,
12466,완숙토마토,당근,,,,,,,,,,,,
12467,오이,오이,찹쌀백미/유,,,,,,,,,,,
12468,양파,,,,,,,,,,,,,
12469,오이,,,,,,,,,,,,,
12470,중파,,,,,,,,,,,,,
12471,유정란/친환경,쌈채소모음,,,,,,,,,,,,
12472,얼음식혜,당면,,,,,,,,,,,,
12473,유정란/친환경,콩나물,무,,,,,,,,,,,
12474,깐마늘/난지형/유,찌개용두부,,,,,,,,,,,,
12475,시금치,,,,,,,,,,,,,
12476,참기름,,,,,,,,,,,,,
12477,두부,,,,,,,,,,,,,
12478,중파,,,,,,,,,,,,,
12479,두부,,,,,,,,,,,,,
12480,대파,,,,,,,,,,,,,
12481,두부,동물복지유정란,월동무,찌개용두부,,,,,,,,,,
12482,양배추,,,,,,,,,,,,,
12483,찌개용두부,,,,,,,,,,,,,
12484,찌개용두부,양배추,,,,,,,,,,,,
12485,시금치,당근,,,,,,,,,,,,
12486,두부,부추,,,,,,,,,,,,
12487,유정란/친환경,브로컬리,부추,닭가슴살,,,,,,,,,,
12488,유정란/친환경,양파,,,,,,,,,,,,
12489,유정란/친환경,오이,당근,중파,,,,,,,,,,
12490,두부,콩나물,애호박,당근,부추,,,,,,,,,
12491,콩나물,,,,,,,,,,,,,
12492,양파,당근,,,,,,,,,,,,
12493,방울토마토/대추형,찌개용두부,깻잎,,,,,,,,,,,
12494,콩국물,두부,애호박,찌개용두부,,,,,,,,,,
12495,오이,브로컬리,,,,,,,,,,,,
12496,양파,양배추,,,,,,,,,,,,
12497,두부,유정란/친환경,애호박,,,,,,,,,,,
12498,방울토마토/대추형,,,,,,,,,,,,,
12499,두부,,,,,,,,,,,,,
12500,양파,,,,,,,,,,,,,
12501,당근,,,,,,,,,,,,,
12502,가지,사과,,,,,,,,,,,,
12503,사과,깻잎,,,,,,,,,,,,
12504,두부,동물복지유정란,당근,,,,,,,,,,,
12505,두부,유정란/친환경,콩나물,찌개용두부,,,,,,,,,,
12506,애호박,브로컬리,대파,찌개용두부,깻잎,,,,,,,,,
12507,유정란/친환경,양파,오이,당근,,,,,,,,,,
12508,두부,오이,,,,,,,,,,,,
12509,누룽지,,,,,,,,,,,,,
12510,누룽지,,,,,,,,,,,,,
12511,참기름,,,,,,,,,,,,,
12512,두부,팽이버섯,,,,,,,,,,,,
12513,플레인요구르트,,,,,,,,,,,,,
12514,중파,가지,,,,,,,,,,,,
12515,찌개용두부,,,,,,,,,,,,,
12516,유정란/친환경,유정란/친환경,어린잎채소,당근,찌개용두부,,,,,,,,,
12517,팽이버섯,,,,,,,,,,,,,
12518,찌개용두부,당면,,,,,,,,,,,,
12519,황토숙주나물,,,,,,,,,,,,,
12520,양파,,,,,,,,,,,,,
12521,콩나물,,,,,,,,,,,,,
12522,사과/,,,,,,,,,,,,,
12523,떡국떡,쌈채소모음,중파,찌개용두부,,,,,,,,,,
12524,참기름,,,,,,,,,,,,,
12525,완숙토마토,,,,,,,,,,,,,
12526,콩나물,,,,,,,,,,,,,
12527,양파,깐마늘/난지형/유,,,,,,,,,,,,
12528,느타리버섯,,,,,,,,,,,,,
12529,유정란/친환경,,,,,,,,,,,,,
12530,콩국물,무,,,,,,,,,,,,
12531,유정란/친환경,,,,,,,,,,,,,
12532,두부,,,,,,,,,,,,,
12533,완숙토마토,,,,,,,,,,,,,
12534,콩국물,유정란/친환경,,,,,,,,,,,,
12535,찌개용두부,,,,,,,,,,,,,
12536,유정란/친환경,사과/,,,,,,,,,,,,
12537,유정란/친환경,,,,,,,,,,,,,
12538,유정란/친환경,콩나물,,,,,,,,,,,,
12539,시금치,,,,,,,,,,,,,
12540,두부,당근,,,,,,,,,,,,
12541,유정란/친환경,양배추,,,,,,,,,,,,
12542,두부,동물복지유정란,시금치,,,,,,,,,,,
12543,유정란/친환경,대파,,,,,,,,,,,,
12544,두부,,,,,,,,,,,,,
12545,유정란/친환경,양파,콩나물,브로컬리,,,,,,,,,,
12546,두부,유정란/친환경,시금치,브로컬리,월동무,,,,,,,,,
12547,동물복지유정란,,,,,,,,,,,,,
12548,두부,,,,,,,,,,,,,
12549,양배추,,,,,,,,,,,,,
12550,유정란/친환경,,,,,,,,,,,,,
12551,얼갈이,,,,,,,,,,,,,
12552,당근,,,,,,,,,,,,,
12553,유정란/친환경,중파,,,,,,,,,,,,
12554,브로컬리,,,,,,,,,,,,,
12555,완숙토마토,,,,,,,,,,,,,
12556,오이,,,,,,,,,,,,,
12557,유정란/친환경,,,,,,,,,,,,,
12558,양배추,,,,,,,,,,,,,
12559,유정란/친환경,중파,,,,,,,,,,,,
12560,완숙토마토,당근,,,,,,,,,,,,
12561,두부,중파,,,,,,,,,,,,
12562,유정란/친환경,양파,,,,,,,,,,,,
12563,사과,,,,,,,,,,,,,
12564,가지,,,,,,,,,,,,,
12565,중파,가지,,,,,,,,,,,,
12566,유정란/친환경,사과,,,,,,,,,,,,
12567,유정란/친환경,유기농우유,,,,,,,,,,,,
12568,사과,,,,,,,,,,,,,
12569,유정란/친환경,,,,,,,,,,,,,
12570,어린잎채소,,,,,,,,,,,,,
12571,유정란/친환경,오이,사과,,,,,,,,,,,
12572,떡국떡,,,,,,,,,,,,,
12573,동물복지유정란,,,,,,,,,,,,,
12574,동물복지유정란,,,,,,,,,,,,,
12575,유정란/친환경,구운도시락김,,,,,,,,,,,,
12576,유정란/친환경,,,,,,,,,,,,,
12577,두부,동물복지유정란,,,,,,,,,,,,
12578,두부,유정란/친환경,,,,,,,,,,,,
12579,두부,유정란/친환경,,,,,,,,,,,,
12580,두부,,,,,,,,,,,,,
12581,두부,,,,,,,,,,,,,
12582,두부,구운도시락김,,,,,,,,,,,,
12583,두부,,,,,,,,,,,,,
12584,두부,,,,,,,,,,,,,
12585,두부,,,,,,,,,,,,,
12586,누룽지,,,,,,,,,,,,,
12587,두부,유정란/친환경,,,,,,,,,,,,
12588,두부,콩나물,,,,,,,,,,,,
12589,대파,도토리묵,,,,,,,,,,,,
12590,두부,,,,,,,,,,,,,
12591,양파,느타리버섯,,,,,,,,,,,,
12592,어린잎채소,당근,,,,,,,,,,,,
12593,콩국물,콩국물,오이,어린잎채소,,,,,,,,,,
12594,떡국떡,두부,오이,부추,,,,,,,,,,
12595,유정란/친환경,,,,,,,,,,,,,
12596,오이,중파,가지,,,,,,,,,,,
12597,부추,,,,,,,,,,,,,
12598,유정란/친환경,중파,,,,,,,,,,,,
12599,팽이버섯,,,,,,,,,,,,,
12600,오이,,,,,,,,,,,,,
12601,느타리버섯,,,,,,,,,,,,,
12602,두부,,,,,,,,,,,,,
12603,두부,동물복지유정란,,,,,,,,,,,,
12604,오분도미/유,대파,,,,,,,,,,,,
12605,콩나물,시금치,,,,,,,,,,,,
12606,당근,월동무,얼갈이,,,,,,,,,,,
12607,시금치,,,,,,,,,,,,,
12608,유정란/친환경,황토숙주나물,,,,,,,,,,,,
12609,대파,황토숙주나물,,,,,,,,,,,,
12610,두부,월동무,대파,,,,,,,,,,,
12611,오분도미/유,얼갈이,,,,,,,,,,,,
12612,콩나물,찌개용두부,,,,,,,,,,,,
12613,오이,오분도미/유,백미/유,,,,,,,,,,,
12614,두부,유정란/친환경,,,,,,,,,,,,
12615,상추,시금치,완숙토마토,월동무,,,,,,,,,,
12616,두부,오이,,,,,,,,,,,,
12617,애호박,완숙토마토,,,,,,,,,,,,
12618,오이,오분도미/유,깻잎,,,,,,,,,,,
12619,두부,,,,,,,,,,,,,
12620,오이,브로컬리,,,,,,,,,,,,
12621,오분도미/유,백미/유,,,,,,,,,,,,
12622,두부,오이,부추,,,,,,,,,,,
12623,두부,오이,중파,,,,,,,,,,,
12624,떡국떡,유정란/친환경,오이,애호박,완숙토마토,무,얼갈이,,,,,,,
12625,두부,양파,,,,,,,,,,,,
12626,두부,오이,어린잎채소,대파,가지,구운도시락김,,,,,,,,
12627,양파,오분도미/유,무,가지,부추,,,,,,,,,
12628,두부,중파,얼음식혜,,,,,,,,,,,
12629,백미/유,중파,가지,깻잎,양배추,,,,,,,,,
12630,두부,애호박,중파,,,,,,,,,,,
12631,두부,,,,,,,,,,,,,
12632,오분도미/유,가지,,,,,,,,,,,,
12633,두부,오이,완숙토마토,당근,가지,깻잎,,,,,,,,
12634,유정란/친환경,얼음식혜,,,,,,,,,,,,
12635,두부,애호박,가지,깻잎,,,,,,,,,,
12636,오분도미/유,,,,,,,,,,,,,
12637,두부,사과,,,,,,,,,,,,
12638,오분도미/유,,,,,,,,,,,,,
12639,유기농우유,얼음식혜,,,,,,,,,,,,
12640,얼갈이,,,,,,,,,,,,,
12641,완숙토마토,,,,,,,,,,,,,
12642,팽이버섯,,,,,,,,,,,,,
12643,상추,,,,,,,,,,,,,
12644,두부,시금치,,,,,,,,,,,,
12645,두부,,,,,,,,,,,,,
12646,두부,,,,,,,,,,,,,
12647,두부,당근,대파,,,,,,,,,,,
12648,콩나물,,,,,,,,,,,,,
12649,당근,,,,,,,,,,,,,
12650,두부,,,,,,,,,,,,,
12651,상추,당근,찌개용두부,,,,,,,,,,,
12652,오이,콩나물,,,,,,,,,,,,
12653,방울토마토/대추형,,,,,,,,,,,,,
12654,대파,,,,,,,,,,,,,
12655,양배추,,,,,,,,,,,,,
12656,두부,,,,,,,,,,,,,
12657,동물복지유정란,,,,,,,,,,,,,
12658,유정란/친환경,시금치,,,,,,,,,,,,
12659,상추,중파,,,,,,,,,,,,
12660,깻잎,,,,,,,,,,,,,
12661,오이,도토리묵,,,,,,,,,,,,
12662,찹쌀백미/유,,,,,,,,,,,,,
12663,양파,,,,,,,,,,,,,
12664,오분도미/유,,,,,,,,,,,,,
12665,두부,오분도미/유,,,,,,,,,,,,
12666,찌개용두부,,,,,,,,,,,,,
12667,당근,,,,,,,,,,,,,
12668,두부,,,,,,,,,,,,,
12669,얼음식혜,,,,,,,,,,,,,
12670,두부,,,,,,,,,,,,,
12671,유정란/친환경,완숙토마토,,,,,,,,,,,,
12672,완숙토마토,,,,,,,,,,,,,
12673,유정란/친환경,브로컬리,,,,,,,,,,,,
12674,양배추,,,,,,,,,,,,,
12675,브로컬리,,,,,,,,,,,,,
12676,브로컬리,,,,,,,,,,,,,
12677,콩나물,브로컬리,,,,,,,,,,,,
12678,시금치,찌개용두부,,,,,,,,,,,,
12679,완숙토마토,,,,,,,,,,,,,
12680,콩나물,브로컬리,,,,,,,,,,,,
12681,두부,완숙토마토,양송이버섯,,,,,,,,,,,
12682,완숙토마토,브로컬리,,,,,,,,,,,,
12683,브로컬리,,,,,,,,,,,,,
12684,브로컬리,,,,,,,,,,,,,
12685,유정란/친환경,,,,,,,,,,,,,
12686,얼갈이,깻잎,도토리묵,,,,,,,,,,,
12687,시금치,,,,,,,,,,,,,
12688,양파,브로컬리,대파,,,,,,,,,,,
12689,두부,월동무,양송이버섯,느타리버섯,,,,,,,,,,
12690,유정란/친환경,,,,,,,,,,,,,
12691,당근,대파,,,,,,,,,,,,
12692,두부,,,,,,,,,,,,,
12693,얼갈이,,,,,,,,,,,,,
12694,두부,시금치,월동무,,,,,,,,,,,
12695,양송이버섯,,,,,,,,,,,,,
12696,양송이버섯,,,,,,,,,,,,,
12697,브로컬리,,,,,,,,,,,,,
12698,유정란/친환경,황토숙주나물,양배추,,,,,,,,,,,
12699,시금치,,,,,,,,,,,,,
12700,사과/,대파,,,,,,,,,,,,
12701,부추,,,,,,,,,,,,,
12702,오이,,,,,,,,,,,,,
12703,두부,유정란/친환경,부추,양배추,,,,,,,,,,
12704,오이,콩나물,,,,,,,,,,,,
12705,브로컬리,,,,,,,,,,,,,
12706,오이,브로컬리,깻잎,느타리버섯,,,,,,,,,,
12707,오이,사과/,,,,,,,,,,,,
12708,두부,콩나물,,,,,,,,,,,,
12709,콩나물,완숙토마토,브로컬리,,,,,,,,,,,
12710,두부,유정란/친환경,오이,사과/,백미/유,깻잎,양배추,,,,,,,
12711,완숙토마토,,,,,,,,,,,,,
12712,두부,콩나물,완숙토마토,당근,느타리버섯,,,,,,,,,
12713,어린잎채소,,,,,,,,,,,,,
12714,얼갈이,,,,,,,,,,,,,
12715,시금치,완숙토마토,,,,,,,,,,,,
12716,두부,오이,중파,,,,,,,,,,,
12717,유정란/친환경,,,,,,,,,,,,,
12718,느타리버섯,,,,,,,,,,,,,
12719,콩나물,애호박,완숙토마토,브로컬리,,,,,,,,,,
12720,유정란/친환경,오이,상추,브로컬리,부추,,,,,,,,,
12721,느타리버섯,,,,,,,,,,,,,
12722,방울토마토/대추형,,,,,,,,,,,,,
12723,부추,,,,,,,,,,,,,
12724,브로컬리,,,,,,,,,,,,,
12725,두부,오이,완숙토마토,브로컬리,중파,가지,,,,,,,,
12726,두부,콩나물,무,브로컬리,,,,,,,,,,
12727,방울토마토/대추형,,,,,,,,,,,,,
12728,방울토마토/대추형,가지,양배추,,,,,,,,,,,
12729,유정란/친환경,오이,브로컬리,깻잎,양송이버섯,,,,,,,,,
12730,방울토마토/대추형,완숙토마토,깻잎,,,,,,,,,,,
12731,두부,방울토마토/대추형,,,,,,,,,,,,
12732,유정란/친환경,완숙토마토,플레인요구르트,무,브로컬리,,,,,,,,,
12733,오이,방울토마토/대추형,플레인요구르트,양배추,감자라면,,,,,,,,,
12734,완숙토마토,,,,,,,,,,,,,
12735,유정란/친환경,,,,,,,,,,,,,
12736,완숙토마토,가지,,,,,,,,,,,,
12737,플레인요구르트,가지,,,,,,,,,,,,
12738,완숙토마토,가지,양송이버섯,,,,,,,,,,,
12739,당근,얼갈이,,,,,,,,,,,,
12740,유정란/친환경,플레인요구르트,브로컬리,,,,,,,,,,,
12741,애호박,브로컬리,가지,느타리버섯,,,,,,,,,,
12742,완숙토마토,,,,,,,,,,,,,
12743,오이,,,,,,,,,,,,,
12744,플레인요구르트,양배추,,,,,,,,,,,,
12745,두부,오이,애호박,완숙토마토,브로컬리,브로컬리,당근,가지,가지,양송이버섯,,,,
12746,플레인요구르트,,,,,,,,,,,,,
12747,브로컬리,가지,,,,,,,,,,,,
12748,무,브로컬리,양배추,,,,,,,,,,,
12749,오이,플레인요구르트,,,,,,,,,,,,
12750,유정란/친환경,당근,,,,,,,,,,,,
12751,오이,플레인요구르트,,,,,,,,,,,,
12752,유정란/친환경,완숙토마토,당근,,,,,,,,,,,
12753,콩나물,애호박,양송이버섯,양배추,,,,,,,,,,
12754,양배추,,,,,,,,,,,,,
12755,가지,,,,,,,,,,,,,
12756,당근,,,,,,,,,,,,,
12757,콩나물,부추,,,,,,,,,,,,
12758,완숙토마토,,,,,,,,,,,,,
12759,두부,유정란/친환경,콩나물,,,,,,,,,,,
12760,무,당근,양배추,,,,,,,,,,,
12761,양파,,,,,,,,,,,,,
12762,두부,유정란/친환경,애호박,당근,중파,가지,,,,,,,,
12763,두부,사과,,,,,,,,,,,,
12764,유정란/친환경,중파,,,,,,,,,,,,
12765,콩나물,,,,,,,,,,,,,
12766,오이,완숙토마토,가지,,,,,,,,,,,
12767,콩나물,양배추,,,,,,,,,,,,
12768,애호박,양배추,,,,,,,,,,,,
12769,동물복지유정란,양배추,,,,,,,,,,,,
12770,무,,,,,,,,,,,,,
12771,유정란/친환경,가지,양송이버섯,당면,,,,,,,,,,
12772,양배추,,,,,,,,,,,,,
12773,가지,양배추,,,,,,,,,,,,
12774,오이,무,깻잎,,,,,,,,,,,
12775,플레인요구르트,,,,,,,,,,,,,
12776,두부,콩나물,무,부추,,,,,,,,,,
12777,브로컬리,,,,,,,,,,,,,
12778,시금치,,,,,,,,,,,,,
12779,두부,,,,,,,,,,,,,
12780,오이,,,,,,,,,,,,,
12781,오이,브로컬리,가지,,,,,,,,,,,
12782,애호박,브로컬리,,,,,,,,,,,,
12783,두부,동물복지유정란,대파,,,,,,,,,,,
12784,당근,월동무,대파,,,,,,,,,,,
12785,유정란/친환경,,,,,,,,,,,,,
12786,양파,동물복지유정란,,,,,,,,,,,,
12787,오이,,,,,,,,,,,,,
12788,오이,방울토마토/대추형,,,,,,,,,,,,
12789,무,유기농저지방우유,찌개용두부,,,,,,,,,,,
12790,오이,,,,,,,,,,,,,
12791,당근,,,,,,,,,,,,,
12792,유기농저지방우유,당근,,,,,,,,,,,,
12793,무,,,,,,,,,,,,,
12794,유기농저지방우유,,,,,,,,,,,,,
12795,떡국떡,,,,,,,,,,,,,
12796,사과,,,,,,,,,,,,,
12797,콩나물,,,,,,,,,,,,,
12798,중파,,,,,,,,,,,,,
12799,양파,오이,사과/,중파,,,,,,,,,,
12800,유정란/친환경,콩나물,찌개용두부,,,,,,,,,,,
12801,유정란/친환경,콩나물,부추,,,,,,,,,,,
12802,유정란/친환경,오이,콩나물,,,,,,,,,,,
12803,유정란/친환경,오이,콩나물,찌개용두부,닭가슴살,,,,,,,,,
12804,연두부,,,,,,,,,,,,,
12805,참기름,,,,,,,,,,,,,
12806,유정란/친환경,양파,,,,,,,,,,,,
12807,도토리묵,,,,,,,,,,,,,
12808,유정란/친환경,시금치,,,,,,,,,,,,
12809,유정란/친환경,,,,,,,,,,,,,
12810,동물복지유정란,대파,,,,,,,,,,,,
12811,유정란/친환경,,,,,,,,,,,,,
12812,동물복지유정란,,,,,,,,,,,,,
12813,유정란/친환경,찌개용두부,,,,,,,,,,,,
12814,양파,사과/,,,,,,,,,,,,
12815,사과/,대파,찌개용두부,,,,,,,,,,,
12816,유정란/친환경,,,,,,,,,,,,,
12817,유정란/친환경,,,,,,,,,,,,,
12818,유정란/친환경,찌개용두부,,,,,,,,,,,,
12819,찹쌀백미/유,,,,,,,,,,,,,
12820,유정란/친환경,찌개용두부,,,,,,,,,,,,
12821,찌개용두부,,,,,,,,,,,,,
12822,유정란/친환경,,,,,,,,,,,,,
12823,양배추,,,,,,,,,,,,,
12824,두부,유기농우유,,,,,,,,,,,,
12825,오분도미/유,,,,,,,,,,,,,
12826,오이,연두부,,,,,,,,,,,,
12827,양파,,,,,,,,,,,,,
12828,두부,콩나물,백미/유,,,,,,,,,,,
12829,떡국떡,콩나물,,,,,,,,,,,,
12830,찌개용두부,,,,,,,,,,,,,
12831,떡국떡,동물복지유정란,시금치,당근,,,,,,,,,,
12832,콩나물,,,,,,,,,,,,,
12833,찌개용두부,,,,,,,,,,,,,
12834,찌개용두부,,,,,,,,,,,,,
12835,콩나물,찌개용두부,,,,,,,,,,,,
12836,백미/유,찌개용두부,,,,,,,,,,,,
12837,콩나물,,,,,,,,,,,,,
12838,콩나물,찌개용두부,,,,,,,,,,,,
12839,월동무,,,,,,,,,,,,,
12840,대파,,,,,,,,,,,,,
12841,양파,,,,,,,,,,,,,
12842,양파,,,,,,,,,,,,,
12843,유정란/친환경,,,,,,,,,,,,,
12844,두부,,,,,,,,,,,,,
12845,동물복지유정란,,,,,,,,,,,,,
12846,유기농우유,,,,,,,,,,,,,
12847,두부,유정란/친환경,,,,,,,,,,,,
12848,두부,,,,,,,,,,,,,
12849,동물복지유정란,동물복지유정란,,,,,,,,,,,,
12850,양파,,,,,,,,,,,,,
12851,유기농우유,,,,,,,,,,,,,
12852,양파,,,,,,,,,,,,,
12853,브로컬리,,,,,,,,,,,,,
12854,오이,,,,,,,,,,,,,
12855,브로컬리,,,,,,,,,,,,,
12856,완숙토마토,,,,,,,,,,,,,
12857,오이,브로컬리,,,,,,,,,,,,
12858,오이,브로컬리,,,,,,,,,,,,
12859,양파,,,,,,,,,,,,,
12860,오이,,,,,,,,,,,,,
12861,브로컬리,,,,,,,,,,,,,
12862,어린잎채소,,,,,,,,,,,,,
12863,애호박,찌개용두부,,,,,,,,,,,,
12864,어린잎채소,,,,,,,,,,,,,
12865,완숙토마토,브로컬리,,,,,,,,,,,,
12866,오이,,,,,,,,,,,,,
12867,어린잎채소,브로컬리,,,,,,,,,,,,
12868,유정란/친환경,,,,,,,,,,,,,
12869,브로컬리,,,,,,,,,,,,,
12870,팽이버섯,,,,,,,,,,,,,
12871,어린잎채소,,,,,,,,,,,,,
12872,찌개용두부,,,,,,,,,,,,,
12873,오이,,,,,,,,,,,,,
12874,중파,,,,,,,,,,,,,
12875,양파,오이,,,,,,,,,,,,
12876,애호박,,,,,,,,,,,,,
12877,애호박,,,,,,,,,,,,,
12878,두부,,,,,,,,,,,,,
12879,애호박,,,,,,,,,,,,,
12880,완숙토마토,,,,,,,,,,,,,
12881,유정란/친환경,연두부,깐마늘/난지형/유,,,,,,,,,,,
12882,연두부,유기농우유,,,,,,,,,,,,
12883,연두부,사과,,,,,,,,,,,,
12884,연두부,유기농우유,,,,,,,,,,,,
12885,브로컬리,유기농우유,,,,,,,,,,,,
12886,얼갈이,,,,,,,,,,,,,
12887,어린잎채소,느타리버섯,,,,,,,,,,,,
12888,콩국물,콩나물,,,,,,,,,,,,
12889,양송이버섯,,,,,,,,,,,,,
12890,유정란/친환경,백미/유,백미/유,깐마늘/난지형/유,당근,월동무,,,,,,,,
12891,두부,,,,,,,,,,,,,
12892,대파,유기농우유,도토리묵,,,,,,,,,,,
12893,참기름,플레인요구르트,,,,,,,,,,,,
12894,당근,,,,,,,,,,,,,
12895,깐마늘/난지형/유,,,,,,,,,,,,,
12896,두부,콩나물,,,,,,,,,,,,
12897,양송이버섯,,,,,,,,,,,,,
12898,도토리묵,,,,,,,,,,,,,
12899,유기농우유,,,,,,,,,,,,,
12900,사과/,,,,,,,,,,,,,
12901,유정란/친환경,참기름,브로컬리,,,,,,,,,,,
12902,유기농우유,,,,,,,,,,,,,
12903,당근,,,,,,,,,,,,,
12904,유정란/친환경,,,,,,,,,,,,,
12905,사과/,,,,,,,,,,,,,
12906,당근,양송이버섯,,,,,,,,,,,,
12907,유정란/친환경,중파,도토리묵,,,,,,,,,,,
12908,콩나물,,,,,,,,,,,,,
12909,양송이버섯,,,,,,,,,,,,,
12910,오이,도토리묵,,,,,,,,,,,,
12911,팽이버섯,,,,,,,,,,,,,
12912,도토리묵,,,,,,,,,,,,,
12913,깐마늘/난지형/유,,,,,,,,,,,,,
12914,얼갈이,,,,,,,,,,,,,
12915,플레인요구르트,,,,,,,,,,,,,
12916,유정란/친환경,가지,,,,,,,,,,,,
12917,두부,오분도미/유,,,,,,,,,,,,
12918,방울토마토/대추형,,,,,,,,,,,,,
12919,유정란/친환경,,,,,,,,,,,,,
12920,완숙토마토,,,,,,,,,,,,,
12921,양파,플레인요구르트,,,,,,,,,,,,
12922,유정란/친환경,양파,완숙토마토,참기름,,,,,,,,,,
12923,플레인요구르트,사과,,,,,,,,,,,,
12924,참기름,플레인요구르트,,,,,,,,,,,,
12925,두부,유정란/친환경,양파,콩나물,,,,,,,,,,
12926,콩나물,,,,,,,,,,,,,
12927,유정란/친환경,양송이버섯,,,,,,,,,,,,
12928,양파,,,,,,,,,,,,,
12929,당근,,,,,,,,,,,,,
12930,콩나물,얼음식혜,,,,,,,,,,,,
12931,중파,,,,,,,,,,,,,
12932,양파,,,,,,,,,,,,,
12933,양파,,,,,,,,,,,,,
12934,유정란/친환경,,,,,,,,,,,,,
12935,두부,,,,,,,,,,,,,
12936,콩나물,상추,중파,,,,,,,,,,,
12937,유정란/친환경,오이,애호박,,,,,,,,,,,
12938,오이,,,,,,,,,,,,,
12939,콩나물,,,,,,,,,,,,,
12940,당근,,,,,,,,,,,,,
12941,오이,,,,,,,,,,,,,
12942,양파,중파,찹쌀백미/유,,,,,,,,,,,
12943,가지,사과,,,,,,,,,,,,
12944,애호박,중파,가지,,,,,,,,,,,
12945,콩나물,찌개용두부,,,,,,,,,,,,
12946,팽이버섯,,,,,,,,,,,,,
12947,두부,,,,,,,,,,,,,
12948,유정란/친환경,참기름,,,,,,,,,,,,
12949,두부,콩나물,,,,,,,,,,,,
12950,두부,콩나물,,,,,,,,,,,,
12951,두부,얼음식혜,깻잎,,,,,,,,,,,
